codice_aic;principio_attivo;quantita;unita_misura
041310083;N.D.;0;N.D.
041310095;N.D.;0;N.D.
041310107;N.D.;0;N.D.
041311010;IDROCLOROTIAZIDE;12.5;MG
041311010;IRBESARTAN;150;milligrammi
041311010;IRBESARTAN;150;MG
041311010;IDROCLOROTIAZIDE;12.5;milligrammi
041311022;IRBESARTAN;150;milligrammi
041311022;IRBESARTAN;150;MG
041311022;IDROCLOROTIAZIDE;12.5;milligrammi
041311022;IDROCLOROTIAZIDE;12.5;MG
041311034;IRBESARTAN;150;milligrammi
041311034;IRBESARTAN;150;MG
041311034;IDROCLOROTIAZIDE;12.5;milligrammi
041311034;IDROCLOROTIAZIDE;12.5;MG
041311046;IDROCLOROTIAZIDE;12.5;milligrammi
041311046;IRBESARTAN;150;MG
041311046;IRBESARTAN;150;milligrammi
041311046;IDROCLOROTIAZIDE;12.5;MG
041311059;IDROCLOROTIAZIDE;12.5;milligrammi
041311059;IRBESARTAN;150;MG
041311059;IRBESARTAN;150;milligrammi
041311059;IDROCLOROTIAZIDE;12.5;MG
041311061;IDROCLOROTIAZIDE;12.5;MG
041311061;IRBESARTAN;150;milligrammi
041311061;IRBESARTAN;150;MG
041311061;IDROCLOROTIAZIDE;12.5;milligrammi
041311073;IDROCLOROTIAZIDE;12.5;milligrammi
041311073;IRBESARTAN;150;milligrammi
041311073;IRBESARTAN;150;MG
041311073;IDROCLOROTIAZIDE;12.5;MG
041311085;IRBESARTAN;150;milligrammi
041311085;IRBESARTAN;150;MG
041311085;IDROCLOROTIAZIDE;12.5;milligrammi
041311085;IDROCLOROTIAZIDE;12.5;MG
041311097;IDROCLOROTIAZIDE;12.5;MG
041311097;IRBESARTAN;150;milligrammi
041311097;IRBESARTAN;150;MG
041311097;IDROCLOROTIAZIDE;12.5;milligrammi
041311109;IRBESARTAN;150;milligrammi
041311109;IDROCLOROTIAZIDE;12.5;milligrammi
041311109;IDROCLOROTIAZIDE;12.5;MG
041311109;IRBESARTAN;150;MG
041311111;IRBESARTAN;150;MG
041311111;IDROCLOROTIAZIDE;12.5;milligrammi
041311111;IRBESARTAN;150;milligrammi
041311111;IDROCLOROTIAZIDE;12.5;MG
041311123;IDROCLOROTIAZIDE;12.5;milligrammi
041311123;IDROCLOROTIAZIDE;12.5;MG
041311123;IRBESARTAN;150;milligrammi
041311123;IRBESARTAN;150;MG
041311135;IRBESARTAN;150;milligrammi
041311135;IDROCLOROTIAZIDE;12.5;MG
041311135;IDROCLOROTIAZIDE;12.5;milligrammi
041311135;IRBESARTAN;150;MG
041311147;IRBESARTAN;150;MG
041311147;IRBESARTAN;150;milligrammi
041311147;IDROCLOROTIAZIDE;12.5;milligrammi
041311147;IDROCLOROTIAZIDE;12.5;MG
041311150;IRBESARTAN;150;MG
041311150;IDROCLOROTIAZIDE;12.5;milligrammi
041311150;IDROCLOROTIAZIDE;12.5;MG
041311150;IRBESARTAN;150;milligrammi
041311162;IRBESARTAN;150;MG
041311162;IDROCLOROTIAZIDE;12.5;MG
041311162;IRBESARTAN;150;milligrammi
041311162;IDROCLOROTIAZIDE;12.5;milligrammi
041311174;IRBESARTAN;150;milligrammi
041311174;IRBESARTAN;150;MG
041311174;IDROCLOROTIAZIDE;12.5;MG
041311174;IDROCLOROTIAZIDE;12.5;milligrammi
041311186;IDROCLOROTIAZIDE;12.5;milligrammi
041311186;IRBESARTAN;150;MG
041311186;IDROCLOROTIAZIDE;12.5;MG
041311186;IRBESARTAN;150;milligrammi
041311198;IDROCLOROTIAZIDE;12.5;MG
041311198;IRBESARTAN;150;milligrammi
041311198;IDROCLOROTIAZIDE;12.5;milligrammi
041311198;IRBESARTAN;150;MG
041311200;IDROCLOROTIAZIDE;12.5;MG
041311200;IRBESARTAN;150;milligrammi
041311200;IRBESARTAN;150;MG
041311200;IDROCLOROTIAZIDE;12.5;milligrammi
041311212;IDROCLOROTIAZIDE;25;milligrammi
041311212;IDROCLOROTIAZIDE;25;MG
041311212;IRBESARTAN;300;milligrammi
041311212;IRBESARTAN;300;MG
041311224;IDROCLOROTIAZIDE;25;MG
041311224;IDROCLOROTIAZIDE;25;milligrammi
041311224;IRBESARTAN;300;milligrammi
041311224;IRBESARTAN;300;MG
041311236;IDROCLOROTIAZIDE;25;milligrammi
041311236;IDROCLOROTIAZIDE;25;MG
041311236;IRBESARTAN;300;milligrammi
041311236;IRBESARTAN;300;MG
041311248;IDROCLOROTIAZIDE;25;milligrammi
041311248;IDROCLOROTIAZIDE;25;MG
041311248;IRBESARTAN;300;MG
041311248;IRBESARTAN;300;milligrammi
041311251;IDROCLOROTIAZIDE;25;milligrammi
041311251;IRBESARTAN;300;milligrammi
041311251;IRBESARTAN;300;MG
041311251;IDROCLOROTIAZIDE;25;MG
041311263;IRBESARTAN;300;MG
041311263;IRBESARTAN;300;milligrammi
041311263;IDROCLOROTIAZIDE;25;milligrammi
041311263;IDROCLOROTIAZIDE;25;MG
041311275;IDROCLOROTIAZIDE;25;milligrammi
041311275;IDROCLOROTIAZIDE;25;MG
041311275;IRBESARTAN;300;MG
041311275;IRBESARTAN;300;milligrammi
041311287;IRBESARTAN;300;MG
041311287;IRBESARTAN;300;milligrammi
041311287;IDROCLOROTIAZIDE;25;milligrammi
041311287;IDROCLOROTIAZIDE;25;MG
041311299;IDROCLOROTIAZIDE;25;MG
041311299;IRBESARTAN;300;milligrammi
041311299;IRBESARTAN;300;MG
041311299;IDROCLOROTIAZIDE;25;milligrammi
041311301;IRBESARTAN;300;MG
041311301;IDROCLOROTIAZIDE;25;MG
041311301;IDROCLOROTIAZIDE;25;milligrammi
041311301;IRBESARTAN;300;milligrammi
041311313;IRBESARTAN;300;MG
041311313;IDROCLOROTIAZIDE;25;milligrammi
041311313;IDROCLOROTIAZIDE;25;MG
041311313;IRBESARTAN;300;milligrammi
041311325;IDROCLOROTIAZIDE;25;milligrammi
041311325;IDROCLOROTIAZIDE;25;MG
041311325;IRBESARTAN;300;MG
041311325;IRBESARTAN;300;milligrammi
041311337;IRBESARTAN;300;milligrammi
041311337;IDROCLOROTIAZIDE;25;MG
041311337;IDROCLOROTIAZIDE;25;milligrammi
041311337;IRBESARTAN;300;MG
041311349;IDROCLOROTIAZIDE;25;MG
041311349;IDROCLOROTIAZIDE;25;milligrammi
041311349;IRBESARTAN;300;milligrammi
041311349;IRBESARTAN;300;MG
041311352;IDROCLOROTIAZIDE;25;MG
041311352;IRBESARTAN;300;MG
041311352;IDROCLOROTIAZIDE;25;milligrammi
041311352;IRBESARTAN;300;milligrammi
041311364;IRBESARTAN;300;MG
041311364;IDROCLOROTIAZIDE;25;MG
041311364;IDROCLOROTIAZIDE;25;milligrammi
041311364;IRBESARTAN;300;milligrammi
041311376;IDROCLOROTIAZIDE;25;milligrammi
041311376;IDROCLOROTIAZIDE;25;MG
041311376;IRBESARTAN;300;milligrammi
041311376;IRBESARTAN;300;MG
041311388;IDROCLOROTIAZIDE;25;milligrammi
041311388;IDROCLOROTIAZIDE;25;MG
041311388;IRBESARTAN;300;milligrammi
041311388;IRBESARTAN;300;MG
041311390;IRBESARTAN;300;MG
041311390;IDROCLOROTIAZIDE;25;MG
041311390;IRBESARTAN;300;milligrammi
041311390;IDROCLOROTIAZIDE;25;milligrammi
041311402;IRBESARTAN;300;MG
041311402;IRBESARTAN;300;milligrammi
041311402;IDROCLOROTIAZIDE;25;milligrammi
041311402;IDROCLOROTIAZIDE;25;MG
041311414;IRBESARTAN;300;milligrammi
041311414;IDROCLOROTIAZIDE;12.5;MG
041311414;IDROCLOROTIAZIDE;12.5;milligrammi
041311414;IRBESARTAN;300;MG
041311426;IDROCLOROTIAZIDE;12.5;MG
041311426;IRBESARTAN;300;milligrammi
041311426;IRBESARTAN;300;MG
041311426;IDROCLOROTIAZIDE;12.5;milligrammi
041311438;IRBESARTAN;300;MG
041311438;IDROCLOROTIAZIDE;12.5;MG
041311438;IDROCLOROTIAZIDE;12.5;milligrammi
041311438;IRBESARTAN;300;milligrammi
041311440;IRBESARTAN;300;milligrammi
041311440;IDROCLOROTIAZIDE;12.5;MG
041311440;IDROCLOROTIAZIDE;12.5;milligrammi
041311440;IRBESARTAN;300;MG
041311453;IDROCLOROTIAZIDE;12.5;milligrammi
041311453;IRBESARTAN;300;milligrammi
041311453;IDROCLOROTIAZIDE;12.5;MG
041311453;IRBESARTAN;300;MG
041311465;IRBESARTAN;300;milligrammi
041311465;IDROCLOROTIAZIDE;12.5;MG
041311465;IDROCLOROTIAZIDE;12.5;milligrammi
041311465;IRBESARTAN;300;MG
041311477;IDROCLOROTIAZIDE;12.5;milligrammi
041311477;IDROCLOROTIAZIDE;12.5;MG
041311477;IRBESARTAN;300;milligrammi
041311477;IRBESARTAN;300;MG
041311489;IDROCLOROTIAZIDE;12.5;MG
041311489;IRBESARTAN;300;milligrammi
041311489;IRBESARTAN;300;MG
041311489;IDROCLOROTIAZIDE;12.5;milligrammi
041311491;IDROCLOROTIAZIDE;12.5;milligrammi
041311491;IDROCLOROTIAZIDE;12.5;MG
041311491;IRBESARTAN;300;MG
041311491;IRBESARTAN;300;milligrammi
041311503;IDROCLOROTIAZIDE;12.5;MG
041311503;IRBESARTAN;300;milligrammi
041311503;IRBESARTAN;300;MG
041311503;IDROCLOROTIAZIDE;12.5;milligrammi
041311515;IRBESARTAN;300;milligrammi
041311515;IRBESARTAN;300;MG
041311515;IDROCLOROTIAZIDE;12.5;milligrammi
041311515;IDROCLOROTIAZIDE;12.5;MG
041311527;IRBESARTAN;300;MG
041311527;IDROCLOROTIAZIDE;12.5;MG
041311527;IDROCLOROTIAZIDE;12.5;milligrammi
041311527;IRBESARTAN;300;milligrammi
041311539;IRBESARTAN;300;MG
041311539;IDROCLOROTIAZIDE;12.5;milligrammi
041311539;IDROCLOROTIAZIDE;12.5;MG
041311539;IRBESARTAN;300;milligrammi
041311541;IDROCLOROTIAZIDE;12.5;milligrammi
041311541;IRBESARTAN;300;milligrammi
041311541;IRBESARTAN;300;MG
041311541;IDROCLOROTIAZIDE;12.5;MG
041311554;IDROCLOROTIAZIDE;12.5;milligrammi
041311554;IRBESARTAN;300;MG
041311554;IRBESARTAN;300;milligrammi
041311554;IDROCLOROTIAZIDE;12.5;MG
041311566;IRBESARTAN;300;MG
041311566;IDROCLOROTIAZIDE;12.5;MG
041311566;IDROCLOROTIAZIDE;12.5;milligrammi
041311566;IRBESARTAN;300;milligrammi
041311578;IDROCLOROTIAZIDE;12.5;milligrammi
041311578;IRBESARTAN;300;MG
041311578;IRBESARTAN;300;milligrammi
041311578;IDROCLOROTIAZIDE;12.5;MG
041311580;IRBESARTAN;300;milligrammi
041311580;IDROCLOROTIAZIDE;12.5;milligrammi
041311580;IDROCLOROTIAZIDE;12.5;MG
041311580;IRBESARTAN;300;MG
041311592;IRBESARTAN;300;milligrammi
041311592;IDROCLOROTIAZIDE;12.5;MG
041311592;IDROCLOROTIAZIDE;12.5;milligrammi
041311592;IRBESARTAN;300;MG
041311604;IDROCLOROTIAZIDE;12.5;milligrammi
041311604;IDROCLOROTIAZIDE;12.5;MG
041311604;IRBESARTAN;300;milligrammi
041311604;IRBESARTAN;300;MG
041311616;IDROCLOROTIAZIDE;12.5;MG
041311616;IDROCLOROTIAZIDE;12.5;milligrammi
041311616;IRBESARTAN;300;MG
041311616;IRBESARTAN;300;milligrammi
041311628;IRBESARTAN;300;milligrammi
041311628;IDROCLOROTIAZIDE;12.5;milligrammi
041311628;IDROCLOROTIAZIDE;12.5;MG
041311628;IRBESARTAN;300;MG
041311630;IRBESARTAN;300;milligrammi
041311630;IDROCLOROTIAZIDE;12.5;MG
041311630;IDROCLOROTIAZIDE;12.5;milligrammi
041311630;IRBESARTAN;300;MG
041311642;IRBESARTAN;300;MG
041311642;IRBESARTAN;300;milligrammi
041311642;IDROCLOROTIAZIDE;12.5;milligrammi
041311642;IDROCLOROTIAZIDE;12.5;MG
041311655;IRBESARTAN;300;milligrammi
041311655;IDROCLOROTIAZIDE;12.5;MG
041311655;IRBESARTAN;300;MG
041311655;IDROCLOROTIAZIDE;12.5;milligrammi
041311667;IRBESARTAN;300;MG
041311667;IDROCLOROTIAZIDE;12.5;MG
041311667;IDROCLOROTIAZIDE;12.5;milligrammi
041311667;IRBESARTAN;300;milligrammi
041311679;IRBESARTAN;300;MG
041311679;IDROCLOROTIAZIDE;12.5;milligrammi
041311679;IRBESARTAN;300;milligrammi
041311679;IDROCLOROTIAZIDE;12.5;MG
041311681;IRBESARTAN;300;MG
041311681;IDROCLOROTIAZIDE;12.5;MG
041311681;IRBESARTAN;300;milligrammi
041311681;IDROCLOROTIAZIDE;12.5;milligrammi
041311693;IDROCLOROTIAZIDE;12.5;milligrammi
041311693;IDROCLOROTIAZIDE;12.5;MG
041311693;IRBESARTAN;300;MG
041311693;IRBESARTAN;300;milligrammi
041312012;IBUPROFENE;600;milligrammi
041312012;IBUPROFENE;600;MG
041312024;IBUPROFENE;600;milligrammi
041312024;IBUPROFENE;600;MG
041312036;IBUPROFENE;600;MG
041312036;IBUPROFENE;600;milligrammi
041313014;DOCETAXEL;10;milligram(s)/millilitre
041313026;DOCETAXEL;10;milligram(s)/millilitre
041313038;DOCETAXEL;10;milligram(s)/millilitre
041313040;DOCETAXEL;10;milligram(s)/millilitre
041313053;DOCETAXEL;10;milligram(s)/millilitre
041313065;DOCETAXEL;10;milligram(s)/millilitre
041313077;DOCETAXEL;10;milligram(s)/millilitre
041313089;DOCETAXEL;10;milligram(s)/millilitre
041314016;VENLAFAXINA;37.5;MG
041314016;VENLAFAXINA;37.5;milligrammi
041314028;VENLAFAXINA;37.5;milligrammi
041314028;VENLAFAXINA;37.5;MG
041314030;VENLAFAXINA;37.5;MG
041314030;VENLAFAXINA;37.5;milligrammi
041314042;VENLAFAXINA;37.5;MG
041314042;VENLAFAXINA;37.5;milligrammi
041314055;VENLAFAXINA;37.5;milligrammi
041314055;VENLAFAXINA;37.5;MG
041314067;VENLAFAXINA;37.5;milligrammi
041314067;VENLAFAXINA;37.5;MG
041314079;VENLAFAXINA;75;MG
041314079;VENLAFAXINA;75;milligrammi
041314081;VENLAFAXINA;75;MG
041314081;VENLAFAXINA;75;milligrammi
041314093;VENLAFAXINA;150;milligrammi
041314093;VENLAFAXINA;150;MG
041314105;VENLAFAXINA;150;milligrammi
041314105;VENLAFAXINA;150;MG
041314117;VENLAFAXINA;75;MG
041314117;VENLAFAXINA;75;milligrammi
041314129;VENLAFAXINA;150;milligrammi
041314129;VENLAFAXINA;150;MG
041314131;VENLAFAXINA;75;milligrammi
041314131;VENLAFAXINA;75;MG
041314143;VENLAFAXINA;150;milligrammi
041314143;VENLAFAXINA;150;MG
041315019;DROSPIRENONE;3;milligrammi
041315019;DROSPIRENONE;3;MG
041315019;ETINILESTRADIOLO;0.02;MG
041315019;ETINILESTRADIOLO;0.02;milligrammi
041315021;ETINILESTRADIOLO;0.02;milligrammi
041315021;ETINILESTRADIOLO;0.02;MG
041315021;DROSPIRENONE;3;MG
041315021;DROSPIRENONE;3;milligrammi
041315033;DROSPIRENONE;3;MG
041315033;DROSPIRENONE;3;milligrammi
041315033;ETINILESTRADIOLO;0.02;MG
041315033;ETINILESTRADIOLO;0.02;milligrammi
041315045;ETINILESTRADIOLO;0.02;MG
041315045;ETINILESTRADIOLO;0.02;milligrammi
041315045;DROSPIRENONE;3;milligrammi
041315045;DROSPIRENONE;3;MG
041316011;DROSPIRENONE;3;MG
041316011;DROSPIRENONE;3;milligrammi
041316011;ETINILESTRADIOLO;0.02;milligrammi
041316011;ETINILESTRADIOLO;0.02;MG
041316023;ETINILESTRADIOLO;0.02;milligrammi
041316023;ETINILESTRADIOLO;0.02;MG
041316023;DROSPIRENONE;3;MG
041316023;DROSPIRENONE;3;milligrammi
041316035;DROSPIRENONE;3;milligrammi
041316035;DROSPIRENONE;3;MG
041316035;ETINILESTRADIOLO;0.02;milligrammi
041316035;ETINILESTRADIOLO;0.02;MG
041316047;ETINILESTRADIOLO;0.02;MG
041316047;ETINILESTRADIOLO;0.02;milligrammi
041316047;DROSPIRENONE;3;milligrammi
041316047;DROSPIRENONE;3;MG
041317013;ETINILESTRADIOLO;0.02;milligrammi
041317013;ETINILESTRADIOLO;0.02;MG
041317013;DROSPIRENONE;3;milligrammi
041317013;DROSPIRENONE;3;MG
041317025;DROSPIRENONE;3;MG
041317025;DROSPIRENONE;3;milligrammi
041317025;ETINILESTRADIOLO;0.02;milligrammi
041317025;ETINILESTRADIOLO;0.02;MG
041317037;ETINILESTRADIOLO;0.02;MG
041317037;ETINILESTRADIOLO;0.02;milligrammi
041317037;DROSPIRENONE;3;milligrammi
041317037;DROSPIRENONE;3;MG
041317049;DROSPIRENONE;3;MG
041317049;DROSPIRENONE;3;milligrammi
041317049;ETINILESTRADIOLO;0.02;MG
041317049;ETINILESTRADIOLO;0.02;milligrammi
041318015;ALFUZOSINA CLORIDRATO;10;MG
041318015;ALFUZOSINA CLORIDRATO;10;milligrammi
041318027;ALFUZOSINA CLORIDRATO;10;MG
041318027;ALFUZOSINA CLORIDRATO;10;milligrammi
041318039;ALFUZOSINA CLORIDRATO;10;milligrammi
041318039;ALFUZOSINA CLORIDRATO;10;MG
041318041;ALFUZOSINA CLORIDRATO;10;MG
041318041;ALFUZOSINA CLORIDRATO;10;milligrammi
041318054;ALFUZOSINA CLORIDRATO;10;milligrammi
041318054;ALFUZOSINA CLORIDRATO;10;MG
041318066;ALFUZOSINA CLORIDRATO;10;MG
041318066;ALFUZOSINA CLORIDRATO;10;milligrammi
041318078;ALFUZOSINA CLORIDRATO;10;MG
041318078;ALFUZOSINA CLORIDRATO;10;milligrammi
041318080;ALFUZOSINA CLORIDRATO;10;MG
041318080;ALFUZOSINA CLORIDRATO;10;milligrammi
041318092;ALFUZOSINA CLORIDRATO;10;MG
041318092;ALFUZOSINA CLORIDRATO;10;milligrammi
041318104;ALFUZOSINA CLORIDRATO;10;MG
041318104;ALFUZOSINA CLORIDRATO;10;milligrammi
041318116;ALFUZOSINA CLORIDRATO;10;MG
041318116;ALFUZOSINA CLORIDRATO;10;milligrammi
041318128;ALFUZOSINA CLORIDRATO;10;milligrammi
041318128;ALFUZOSINA CLORIDRATO;10;MG
041318130;ALFUZOSINA CLORIDRATO;10;MG
041318130;ALFUZOSINA CLORIDRATO;10;milligrammi
041319017;RIZATRIPTAN;5;milligrammi
041319017;RIZATRIPTAN;5;MG
041319029;RIZATRIPTAN;10;MG
041319029;RIZATRIPTAN;10;milligrammi
041319031;RIZATRIPTAN;10;milligrammi
041319031;RIZATRIPTAN;10;MG
041319043;RIZATRIPTAN;10;MG
041319043;RIZATRIPTAN;10;milligrammi
041319056;RIZATRIPTAN;5;milligrammi
041319056;RIZATRIPTAN;5;MG
041319068;RIZATRIPTAN;10;MG
041319068;RIZATRIPTAN;10;milligrammi
041319070;RIZATRIPTAN;10;MG
041319070;RIZATRIPTAN;10;milligrammi
041319082;RIZATRIPTAN;10;milligrammi
041319082;RIZATRIPTAN;10;MG
041320019;IRBESARTAN;150;MG
041320019;IRBESARTAN;150;milligrammi
041320019;IDROCLOROTIAZIDE;12.5;MG
041320019;IDROCLOROTIAZIDE;12.5;milligrammi
041320021;IDROCLOROTIAZIDE;12.5;MG
041320021;IDROCLOROTIAZIDE;12.5;milligrammi
041320021;IRBESARTAN;150;MG
041320021;IRBESARTAN;150;milligrammi
041320033;IRBESARTAN;150;milligrammi
041320033;IRBESARTAN;150;MG
041320033;IDROCLOROTIAZIDE;12.5;MG
041320033;IDROCLOROTIAZIDE;12.5;milligrammi
041320045;IDROCLOROTIAZIDE;12.5;MG
041320045;IDROCLOROTIAZIDE;12.5;milligrammi
041320045;IRBESARTAN;150;milligrammi
041320045;IRBESARTAN;150;MG
041320058;IRBESARTAN;150;MG
041320058;IRBESARTAN;150;milligrammi
041320058;IDROCLOROTIAZIDE;12.5;MG
041320058;IDROCLOROTIAZIDE;12.5;milligrammi
041320060;IDROCLOROTIAZIDE;12.5;MG
041320060;IDROCLOROTIAZIDE;12.5;milligrammi
041320060;IRBESARTAN;150;milligrammi
041320060;IRBESARTAN;150;MG
041320072;IRBESARTAN;150;MG
041320072;IRBESARTAN;150;milligrammi
041320072;IDROCLOROTIAZIDE;12.5;MG
041320072;IDROCLOROTIAZIDE;12.5;milligrammi
041320084;IDROCLOROTIAZIDE;12.5;MG
041320084;IDROCLOROTIAZIDE;12.5;milligrammi
041320084;IRBESARTAN;150;MG
041320084;IRBESARTAN;150;milligrammi
041320096;IDROCLOROTIAZIDE;12.5;MG
041320096;IDROCLOROTIAZIDE;12.5;milligrammi
041320096;IRBESARTAN;150;MG
041320096;IRBESARTAN;150;milligrammi
041320108;IRBESARTAN;150;MG
041320108;IRBESARTAN;150;milligrammi
041320108;IDROCLOROTIAZIDE;12.5;MG
041320108;IDROCLOROTIAZIDE;12.5;milligrammi
041320110;IDROCLOROTIAZIDE;12.5;milligrammi
041320110;IDROCLOROTIAZIDE;12.5;MG
041320110;IRBESARTAN;300;milligrammi
041320110;IRBESARTAN;300;MG
041320122;IRBESARTAN;300;milligrammi
041320122;IRBESARTAN;300;MG
041320122;IDROCLOROTIAZIDE;12.5;milligrammi
041320122;IDROCLOROTIAZIDE;12.5;MG
041320134;IDROCLOROTIAZIDE;12.5;MG
041320134;IDROCLOROTIAZIDE;12.5;milligrammi
041320134;IRBESARTAN;300;MG
041320134;IRBESARTAN;300;milligrammi
041320146;IRBESARTAN;300;milligrammi
041320146;IRBESARTAN;300;MG
041320146;IDROCLOROTIAZIDE;12.5;MG
041320146;IDROCLOROTIAZIDE;12.5;milligrammi
041320159;IDROCLOROTIAZIDE;12.5;MG
041320159;IDROCLOROTIAZIDE;12.5;milligrammi
041320159;IRBESARTAN;300;MG
041320159;IRBESARTAN;300;milligrammi
041320161;IRBESARTAN;300;MG
041320161;IRBESARTAN;300;milligrammi
041320161;IDROCLOROTIAZIDE;12.5;MG
041320161;IDROCLOROTIAZIDE;12.5;milligrammi
041320173;IDROCLOROTIAZIDE;12.5;MG
041320173;IDROCLOROTIAZIDE;12.5;milligrammi
041320173;IRBESARTAN;300;MG
041320173;IRBESARTAN;300;milligrammi
041320185;IRBESARTAN;300;MG
041320185;IRBESARTAN;300;milligrammi
041320185;IDROCLOROTIAZIDE;12.5;milligrammi
041320185;IDROCLOROTIAZIDE;12.5;MG
041320197;IDROCLOROTIAZIDE;12.5;MG
041320197;IDROCLOROTIAZIDE;12.5;milligrammi
041320197;IRBESARTAN;300;milligrammi
041320197;IRBESARTAN;300;MG
041320209;IRBESARTAN;300;MG
041320209;IRBESARTAN;300;milligrammi
041320209;IDROCLOROTIAZIDE;12.5;milligrammi
041320209;IDROCLOROTIAZIDE;12.5;MG
041320211;IDROCLOROTIAZIDE;25;MG
041320211;IDROCLOROTIAZIDE;25;milligrammi
041320211;IRBESARTAN;300;milligrammi
041320211;IRBESARTAN;300;MG
041320223;IDROCLOROTIAZIDE;25;milligrammi
041320223;IDROCLOROTIAZIDE;25;MG
041320223;IRBESARTAN;300;MG
041320223;IRBESARTAN;300;milligrammi
041320235;IRBESARTAN;300;milligrammi
041320235;IRBESARTAN;300;MG
041320235;IDROCLOROTIAZIDE;25;milligrammi
041320235;IDROCLOROTIAZIDE;25;MG
041320247;IDROCLOROTIAZIDE;25;milligrammi
041320247;IDROCLOROTIAZIDE;25;MG
041320247;IRBESARTAN;300;MG
041320247;IRBESARTAN;300;milligrammi
041320250;IRBESARTAN;300;MG
041320250;IRBESARTAN;300;milligrammi
041320250;IDROCLOROTIAZIDE;25;milligrammi
041320250;IDROCLOROTIAZIDE;25;MG
041320262;IDROCLOROTIAZIDE;25;milligrammi
041320262;IDROCLOROTIAZIDE;25;MG
041320262;IRBESARTAN;300;milligrammi
041320262;IRBESARTAN;300;MG
041320274;IRBESARTAN;300;MG
041320274;IRBESARTAN;300;milligrammi
041320274;IDROCLOROTIAZIDE;25;milligrammi
041320274;IDROCLOROTIAZIDE;25;MG
041320286;IDROCLOROTIAZIDE;25;MG
041320286;IDROCLOROTIAZIDE;25;milligrammi
041320286;IRBESARTAN;300;milligrammi
041320286;IRBESARTAN;300;MG
041320298;IDROCLOROTIAZIDE;25;milligrammi
041320298;IDROCLOROTIAZIDE;25;MG
041320298;IRBESARTAN;300;MG
041320298;IRBESARTAN;300;milligrammi
041320300;IRBESARTAN;300;milligrammi
041320300;IRBESARTAN;300;MG
041320300;IDROCLOROTIAZIDE;25;milligrammi
041320300;IDROCLOROTIAZIDE;25;MG
041321011;ATORVASTATINA;10;milligrammi
041321011;ATORVASTATINA;10;MG
041321023;ATORVASTATINA;10;milligrammi
041321023;ATORVASTATINA;10;MG
041321035;ATORVASTATINA;10;MG
041321035;ATORVASTATINA;10;milligrammi
041321047;ATORVASTATINA;10;MG
041321047;ATORVASTATINA;10;milligrammi
041321050;ATORVASTATINA;10;milligrammi
041321050;ATORVASTATINA;10;MG
041321062;ATORVASTATINA;10;MG
041321062;ATORVASTATINA;10;milligrammi
041321074;ATORVASTATINA;20;MG
041321074;ATORVASTATINA;20;milligrammi
041321086;ATORVASTATINA;20;milligrammi
041321086;ATORVASTATINA;20;MG
041321098;ATORVASTATINA;20;milligrammi
041321098;ATORVASTATINA;20;MG
041321100;ATORVASTATINA;20;MG
041321100;ATORVASTATINA;20;milligrammi
041321112;ATORVASTATINA;20;MG
041321112;ATORVASTATINA;20;milligrammi
041321124;ATORVASTATINA;20;MG
041321124;ATORVASTATINA;20;milligrammi
041321136;ATORVASTATINA;40;milligrammi
041321136;ATORVASTATINA;40;MG
041321148;ATORVASTATINA;40;MG
041321148;ATORVASTATINA;40;milligrammi
041321151;ATORVASTATINA;40;MG
041321151;ATORVASTATINA;40;milligrammi
041321163;ATORVASTATINA;40;MG
041321163;ATORVASTATINA;40;milligrammi
041321175;ATORVASTATINA;40;MG
041321175;ATORVASTATINA;40;milligrammi
041321187;ATORVASTATINA;40;milligrammi
041321187;ATORVASTATINA;40;MG
041321199;ATORVASTATINA;80;milligrammi
041321199;ATORVASTATINA;80;MG
041321201;ATORVASTATINA;80;MG
041321201;ATORVASTATINA;80;milligrammi
041321213;ATORVASTATINA;80;milligrammi
041321213;ATORVASTATINA;80;MG
041321225;ATORVASTATINA;80;milligrammi
041321225;ATORVASTATINA;80;MG
041321237;ATORVASTATINA;80;milligrammi
041321237;ATORVASTATINA;80;MG
041321249;ATORVASTATINA;80;milligrammi
041321249;ATORVASTATINA;80;MG
041321252;ATORVASTATINA;10;milligrammi
041321252;ATORVASTATINA;10;MG
041321264;ATORVASTATINA;20;MG
041321264;ATORVASTATINA;20;milligrammi
041321276;ATORVASTATINA;40;milligrammi
041321276;ATORVASTATINA;40;MG
041321288;ATORVASTATINA;80;MG
041321288;ATORVASTATINA;80;milligrammi
041322013;EBASTINA;10;MG
041322013;EBASTINA;10;milligrammi
041322025;EBASTINA;10;MG
041322025;EBASTINA;10;milligrammi
041322037;EBASTINA;10;milligrammi
041322037;EBASTINA;10;MG
041322049;EBASTINA;10;MG
041322049;EBASTINA;10;milligrammi
041322052;EBASTINA;10;MG
041322052;EBASTINA;10;milligrammi
041322064;EBASTINA;10;milligrammi
041322064;EBASTINA;10;MG
041322076;EBASTINA;20;milligrammi
041322076;EBASTINA;20;MG
041322088;EBASTINA;20;MG
041322088;EBASTINA;20;milligrammi
041322090;EBASTINA;20;MG
041322090;EBASTINA;20;milligrammi
041322102;EBASTINA;20;milligrammi
041322102;EBASTINA;20;MG
041322114;EBASTINA;20;MG
041322114;EBASTINA;20;milligrammi
041322126;EBASTINA;20;MG
041322126;EBASTINA;20;milligrammi
041323015;RITONAVIR;100;MG
041323015;RITONAVIR;100;milligrammi
041323027;RITONAVIR;100;MG
